TEMEL BILGILER - Baslik;TEMEL BILGILER - Arac Turu;TEMEL BILGILER - Govde Tipi;TEMEL BILGILER - Segment;TEMEL BILGILER - Marka;TEMEL BILGILER - Seri;TEMEL BILGILER - Model;TEMEL BILGILER - Donanim Paketi;TEMEL BILGILER - Model Yili;TEMEL BILGILER - Uretim Ulkesi;MOTOR - Yakit Turu;MOTOR - Yakit Tipi;MOTOR - Motor Tipi;MOTOR (Fosil Yakit) - Besleme Tipi;MOTOR (Fosil Yakit) - Silindir Adedi;MOTOR (Fosil Yakit) - Silindir Hacmi;MOTOR (Fosil Yakit) - Yakit Puskurtme;MOTOR (Elektrik) - Motor Gucu;MOTOR (Elektrik) - Batarya Kapasitesi;MOTOR (Elektrik) - Batarya Tipi;SANZIMAN - Sanziman Turu;SANZIMAN - Sanziman Modeli;SANZIMAN - Vites Sayisi;PERFORMANS - PERFORMANS PUANI;PERFORMANS - Beygir Gucu;PERFORMANS - Azami Tork;PERFORMANS - Azami Hiz;PERFORMANS - 0-100 Km Hizlanma;CEKIS SISTEMI - Cekis Turu;CEKIS SISTEMI - Cekis Kontrol Sistemi;BOYUTLAR - KONFOR PUANI;BOYUTLAR - Ic Hacim;BOYUTLAR - Uzunluk;BOYUTLAR - Genislik;BOYUTLAR - Yukseklik;BOYUTLAR - Ağirlik;BOYUTLAR - Bagaj Hacmi (Standart);BOYUTLAR - Bagaj Hacmi (Genisletilmis);LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Jant Capi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Taban Genisliği;DIS DONANIM - Kapi Sayisi;DIS DONANIM- Far Tipi;DIS DONANIM- Sis Farlari;IC DONANIM - Koltuk Sayisi;IC DONANIM - Doseme Tipi;IC DONANIM - Surucu Koltuğu Ayarlari;IC DONANIM - On Yolcu Koltuğu Ayarlari;IC DONANIM - Klima;SENSORLER - Far Sensoru;SENSORLER - Yağmur Sensoru;SENSORLER - Lastik Basinc Sensoru;SENSORLER - Park Sensoru & Yardimcisi;GUVENLIK - GUVEN PUANI;GUVENLIK - Hava Yastiği Adedi;GUVENLIK - NCAP/ANCAP Puani;EKONOMI - EKO PUANI;EKONOMI - Tahmini Bakim Masrafi;EKONOMI - Yillik MTV Tutari;EKONOMI - Ortalama Yakit Tuketimi (100 km);EKONOMI - Sehir Ici Tuketim (100 km);EKONOMI - Sehir Disi Tuketim (100 km);EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt);EKONOMI (Elektrik) - Menzil (WLTP - Birlesik);EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici);EKONOMI (Elektrik) - Sarj Suresi;EMISYON - Emisyon Standardi;EMISYON - Ortalama Emisyon
BMW 320i ED 1.6 170 BG Otomatik;Binek;Sedan;Premium D;BMW;3 Serisi;320I Ed;Turkiye Paketi;2015, 2016;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Cok Noktadan Enjeksiyon;;;;Otomatik;ZF8;8 ileri;64;170;250;230;7,6;Arkadan Itisli;Var;73;72;4633;1811;1429;1495;480;1500;205/60 R16;16;60%;205;5; LED; Var;5;Deri;Manuel;Manuel;Otomatik Klima;Yok;Var;Var;Var;110;6;5;74;74;3661;6,07;7,3;4,4;60;;;;EURO 5;127
BMW 330i 2.0 252 BG Otomatik;Binek;Sedan;Premium D;BMW;3 Serisi;330I;Turkiye Paketi;2015;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1998;Cok Noktadan Enjeksiyon;;;;Otomatik;ZF8;8 ileri;81;252;350;250;5,8;Arkadan Itisli;Var;74;72;4633;1811;1429;1570;480;1500;205/60 R16;16;60%;205;5; LED; Var;5;Deri;Manuel;Manuel;Otomatik Klima;Yok;Var;Var;Var;110;6;5;48;67;10613;6,06;7;4,7;60;;;;EURO 5;129
BMW 418i Coupe 1.5 136 BG Otomatik;Binek;Coupe;S;BMW;4 Serisi;418I Coupe;Turkiye Paketi;2016;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;3;1499;Direkt Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;55;136;220;212;9,2;Arkadan Itisli;Var;77;70;4638;1825;1384;1525;445;Koltuklar Katlanmiyor;225/50 R17;17;50%;225;3; LED; Var;4;Deri;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;100;4;5;75;79;3661;5,8;6,6;4,6;60;;;;EURO 6;124
BMW 430i xDrive Coupe 2.0 252 BG Otomatik (4x4);Binek;Coupe;S;BMW;4 Serisi;430I;Turkiye Paketi;2016;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1998;Direkt Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;80;252;350;250;5,8;4x4 Cekisli;Var;82;70;4638;1825;1384;1650;445;Koltuklar Katlanmiyor;225/45 R18;18;45%;225;3; LED; Var;4;Deri;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;101;4;5;44;67;10613;6,48;7,5;5;60;;;;EURO 6;138
Fiat 500C 0.9 Twinair 105 HP Sport;Binek;Cabrio;A;Fiat;500C;500C;Sport;2015;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;2;875;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;6 ileri;52;105;145;188;10;Onden Cekisli;Var;55;52;3546;1627;1488;980;185;550;185/55 R15;15;55%;185;3; Halojen; Yok;4;Kumas;Manuel;Manuel;Otomatik Klima;Yok;Yok;Yok;Var;58;7;3;99;96;1882;4,67;5,5;3,5;35;;;;EURO 5;112
Fiat 500C 1.2 Fire 69 HP Dualogic Cult;Binek;Cabrio;A;Fiat;500C;500C;Cult;2015, 2016;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1242;Cok Noktadan Enjeksiyon;;;;Otomatik;Dualogic (YO);5 ileri;43;69;102;160;12,9;Onden Cekisli;Var;57;52;3546;1627;1488;940;185;550;195/45 R16;16;45%;195;3;Halojen;Var;4;Deri;Manuel;Manuel;Otomatik Klima;Yok;Yok;Var;Var;58;7;3;91;81;1882;5,23;6;4,1;35;;;;EURO 5;111
Fiat 500C 1.2 Fire 69 HP Dualogic Lounge;Binek;Cabrio;A;Fiat;500C;500C;Lounge;2015, 2016, 2017, 2018;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1242;Cok Noktadan Enjeksiyon;;;;Otomatik;Dualogic (YO);5 ileri;43;69;102;160;12,9;Onden Cekisli;Var;54;52;3546;1627;1488;940;185;550;185/55 R15;15;55%;185;3; Halojen; Yok;4;Kumas;Manuel;Manuel;Otomatik Klima;Yok;Yok;Var;Var;58;7;3;92;81;1882;5,23;6;4,1;35;;;;EURO 5;111
Fiat 500L 1.3 MJ 85 HP Rockstar;SUV;MPV;B;Fiat;500L;500L;Rockstar;2014;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1248;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;5 ileri;43;85;200;160;14,9;Onden Cekisli;Var;74;77;4270;1800;1679;1295;412;1480;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;108;6;5;89;87;1882;4,66;5,2;3,8;50;;;;EURO 5;114
Fiat 500L 1.3 MJ 85 HP Rockstar Dualogic;SUV;MPV;B;Fiat;500L;500L;Rockstar;2014;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1248;Common Rail Direkt Enjeksiyon;;;;Otomatik;Dualogic;5 ileri;43;85;200;158;15,1;Onden Cekisli;Var;74;77;4270;1800;1679;1310;412;1480;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;109;6;5;88;80;1882;4,44;4,7;3,9;50;;;;EURO 5;109
Fiat 500L 1.6 MJ 105HP Rockstar;SUV;MPV;B;Fiat;500L;500L;Rockstar;2014;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1598;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;54;105;320;175;11,3;Onden Cekisli;Var;75;77;4270;1800;1679;1375;412;1480;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;109;6;5;80;83;3661;5,02;5,6;4,1;50;;;;EURO 5;122
Fiat 500L 1.3 M.Jet 85 HP Dualogic Rockstar;SUV;MPV;B;Fiat;500L;500L;Rockstar;2015;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1248;Common Rail Direkt Enjeksiyon;;;;Otomatik;Dualogic (YO);5 ileri;43;85;200;158;15,1;Onden Cekisli;Var;74;74;4147;1784;1665;1310;412;1480;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;108;6;5;88;80;1882;4,44;4,7;3,9;50;;;;EURO 5;109
Fiat 500L 1.3 M.Jet 85 HP Rockstar;SUV;MPV;B;Fiat;500L;500L;Rockstar;2015;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1248;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;44;85;200;165;14,9;Onden Cekisli;Var;73;74;4147;1784;1665;1295;412;1480;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;108;6;5;90;87;1882;4,5;5;3,7;50;;;;EURO 5;110
